Wood No	x	y	z	Site Code	Area Code	Grid E	Grid N	Same as	Context	Layer etc	Context notes	Sampled for ID	Ring Count	Taxa	Taxa notes	Growing in situ?	Wood type	Notes on wood type	Coppicing evidence	Coppicing notes	Tool marks	Tool marks on ends	Tool marks on other faces	Tool marks notes	Bark alone?	Damage	Damage notes	Bark / Sapwood / Heartwood	Preservation Code	Woodworking evidence	Woodwork type	Woodchip	WC Type	Woodworking notes	Split	Hewn	Trimmed	Beavered	Hole	Snapped	Torn	Split type	Charred	Lightly	Charring notes	Wear evidence	Wear notes	Function?	FunctionDesc	FunctionAssign	Function notes	Length (mm)	Max breadth	Min breadth	Max thickness	Min thickness	Diameter distorted	Long axis	Short axis	Dia (not distorted)	Original dia	Nature of association	Associated wood	Associated items	Entered by	Date entered
98041	502803.48542	481002.83895	23.53842	SC13	TR34	B	17		312	2	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP	0		Uncharred face is a very flat split surface	1	0	0	0	0	0	0	Rad	Y	Heavily	One face	N		N				87	35		7		N								MB	280513
98042	502803.65757	481002.64305	23.51023	SC13	TR34	B	16		312	2	Brushwood Area	Y - A		Salix spp.	SA	N	ART		N		N				N	None		H	5	Y	SP Carved	1	Rad	Possible carving on un-charred face	1	0	0	0	0	0	0	Rad?	Y	Heavily	One face	N		Y	Utilised Debris	Decorated item	Carved WC	85	25		7		N								MB	280513
98043	502803.44905	481002.32779	23.5105	SC13	TR34	B	16		312	2	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	Y	Heavily	One face and one end	N		N				156	25		4		N								MB	280513
98044	502803.66756	481002.34936	23.5024	SC13	TR34	E	16		312	2	Brushwood Area	Y				N	DEB		N		N				N	None		H	4	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				65	25		10		N								MB	280513
98045	502804.16721	481003.00146	23.51481	SC13	TR34	E	17		312	2	Brushwood Area	Y				Y	ROOT		N		N				N	Modern	One end degraded, other end diving into lower levels of brushwood platform	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				680					Y	29	24						MB	280513
98046	502804.027	481002.75538	23.51402	SC13	TR34	E	17		312	2	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				350					Y	21	6						MB	280513
98047	502803.88075	481003.10515	23.53857	SC13	TR34	E	17		312	2	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded, mode root damage	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				350					Y	25	14						MB	280513
98048	502803.92928	481002.78949	23.53378	SC13	TR34	E	17		312	2	Brushwood Area	Y				N	RW		N		N				N	Modern	Distal end degraded, proximal end truncated 2004	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				770					Y	30	21						MB	280513
98049	502803.28522	481002.62488	23.52286	SC13	TR34	E	16		312	2	Brushwood Area	Y				N	RW		N		N				N	Modern	All ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				1370					Y	65	25						MB	280513
98050	502803.31129	481002.19144	23.50745	SC13	TR34	E	16		312	2	Brushwood Area	Y				N	DEB		N		N				N	Modern	Both ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				95	20		5		N								MB	280513
98751	502800.04897	481001.29199	23.4629	SC13	TR34	B	16		312	3	Brushwood Area	Y				N	RW		N		N				N	None		BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				135					Y	11	5						MB	030613
98752	502800.17814	481001.03083	23.45449	SC13	TR34	B	16		317	3	Brushwood Area	Y				N	RW		N		N				N	None		BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				180					Y	18	11						MB	030613
98754	502799.43535	481000.97876	23.47537	SC13	TR34	A	16		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end truncated, one end degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				460					Y	30	19						MB	030613
98755	502799.57368	481001.1287	23.47059	SC13	TR34	A	16		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end truncated, one end degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				670					Y	41	21						MB	030613
98756	502801.33244	481002.79681	23.52974	SC13	TR34	C	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				75					Y	19	15						MB	030613
98757	502801.53503	481002.95772	23.53135	SC13	TR34	C	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends broken	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				195					Y	30	24						MB	030613
98758	502801.41477	481002.33334	23.50729	SC13	TR34	C	17		317	4	Brushwood Area	Y				N	RWDEB		N		N				N	None		SH	4	Y	SP	0		Worked face down	1	0	0	0	0	0	0	Rad 1/2	N			N		N				82	31		12		N				30				MB	040613
98759	#N/A	#N/A	#N/A	SC13	TR34	C	17		317	4	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		N				270	36	27	18	12	N								MB	040613
98760	502801.0453	481004.92984	23.63578	SC13	TR34	C	19		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				200					Y	29	16						MB	040613
98761	502801.02397	481004.8676	23.64112	SC13	TR34	C	19		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				220					Y	8	7						MB	040613
98763	502801.3672	481005.17548	23.65865	SC13	TR34	D	19		317	3	Brushwood Area	Y				Y	ROOT		N		N				N	Modern	Distal end degraded, proximal end truncated	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				1110					Y	80	40						MB	040613
98764	502801.77448	481004.57278	23.57523	SC13	TR34	D	19		317	3	Brushwood Area	Y				Y	ROOT		N		N				N	Modern	One end truncated, one end degraded, upper surface degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				1065					Y	160	40						MB	040613
98765	502801.01446	481004.70718	23.6171	SC13	TR34	C	19		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				1040					Y	60	40						MB	040613
98766	502801.05435	481004.94886	23.63647	SC13	TR34	C	19		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				275					Y	25	20						MB	040613
98768	502798.56149	481004.70627	23.73649	SC13	TR34	A	18		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Truncated by cutting I	H	2	N		0			0	0	0	0	0	0	0		Y	Heavily	All over	N		N				155					Y	95	30						MB	040613
98769	502799.73091	481002.96743	23.53993	SC13	TR34	A	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				255					Y	21	20						MB	040613
98770	502799.87111	481003.11972	23.57298	SC13	TR34	A	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				280					Y	21	10						MB	040613
98771	502799.89686	481003.12127	23.57448	SC13	TR34	A	17		317	3	Brushwood Area	Y				N	RWDEB		N		N				N	Modern	Both ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/3	N			N		N				230	16		9		N				18				MB	040613
98772	502799.91563	481003.14207	23.56533	SC13	TR34	A	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				140					Y	7	5						MB	040613
98773	502800.34338	481003.1508	23.56873	SC13	TR34	B	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end degraded	SH	3	N		0			0	0	0	0	0	0	0		Y	Heavily	One end	N		N				185					Y	27	10						MB	040613
98775	#N/A	#N/A	#N/A	SC13	TR34	C	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end truncated by Clark, one end degraded	SH	3	N		0			0	0	0	0	0	0	0		Y	Lightly	All over	N		N				198					Y	59	27						MB	040613
98776	502802.32581	481004.5367	23.52608	SC13	TR34	E	17		317	3	Brushwood Area	Y				?	ROOT	Tree, or big root?	N		N				N	Modern	Proximal end truncated by clark	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				2760					Y	220	65						MB	040613
98777	502803.36411	481004.56905	23.58606	SC13	TR34	E	17		317	3	Brushwood Area	Y - CC	5-7	Salix/Populus (s)	AR COP 5-7 yrs	N	RW		Y	Proximal end has 90 degree curve and flair. Looks like a large coppice heel	N				N	Modern	Distal end degraded, proximal end truncated by clark	BSH	3	N		0		AR 5-7 yrs	0	0	0	0	0	0	0		N			N		N				1600					Y	60	50						MB	040613
98778	502803.72391	481004.25284	23.56389	SC13	TR34	E	17		317	3	Brushwood Area	Y - CC	3?	Salix/Populus (s)	AR COP around 3yrs	N	RW		Y	Straight, even shaft. Curve and flair. Central pith	N				N	Modern	Distal end truncated by SC24	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1140					Y	48	34						MB	040613
98779	502803.71872	481004.73671	23.61445	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end degraded, one end truncated	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				165					Y	23	12						MB	040613
98780	502802.62795	481003.99791	23.53527	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				235					Y	22	12						MB	040613
98781	502802.74405	481003.89618	23.53078	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				335					Y	25	22						MB	040613
98785	#N/A	#N/A	#N/A	SC13	TR34	D	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				103					Y	11	7						MB	040613
98786	502802.32155	481003.55651	23.51611	SC13	TR34	D	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				265					Y	12	9						MB	040613
98787	502802.0045	481003.84719	23.51457	SC13	TR34	D	17		317	3	Brushwood Area	Y				Y	ROOT		N		N				N	None		BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				1200					Y	55	35						MB	040613
98788	502800.76021	481002.96783	23.50036	SC13	TR34	C	17		317	4	Brushwood Area	Y				Y	ROOT		N		N				N	Modern	Distal end truncated by Clark	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				2360					Y	120	80						MB	040613
98789	502802.09986	481002.6201	23.45434	SC13	TR34	D	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				325					Y	7	4						MB	030613
98790	502802.0823	481002.76002	23.46346	SC13	TR34	D	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				315					Y	12	7						MB	030613
98791	502801.76283	481002.91761	23.45559	SC13	TR34	D	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	One end degraded. One end degraded by clark	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				375					Y	44	18						MB	030613
98792	502801.91744	481003.42943	23.5306	SC13	TR34	D	17		317	3	Brushwood Area	Y				Y	RWDEB		N		N				N	Modern	Both ends degraded	SH	4	Y	SP	0		Outer chord	1	0	0	0	0	0	0	Tan	N			N		N				76	21		9		N								MB	030613
98793	502803.59103	481003.43056	23.49404	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Proximal end degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1540					Y	75	40						MB	030613
98794	502803.79733	481003.06359	23.45656	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Proximal end degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				950					Y	56	52						MB	030613
98795	502804.00775	481002.46505	23.40832	SC13	TR34	B	17		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Proximal end truncated by SC24	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				2175					Y	56	42						MB	030613
98796	502803.80797	481004.18749	23.57993	SC13	TR34	E	17		317	3	Brushwood Area	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				162	32		15		N				40				MB	030613
98797	502803.21878	481003.75534	23.53826	SC13	TR34	E	17		317	3	Brushwood Area	Y				?	ROOT		N		N				N	Ancient & Modern	Heartwod has rottedd out of one end in antiquity. Other end is degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				1735					Y	105	52						MB	030613
98798	502803.17741	481003.2021	23.50622	SC13	TR34	E	16		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				625					Y	7	4						MB	030613
98799	502803.25409	481003.07261	23.51004	SC13	TR34	E	16		317	3	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				95					Y	7	5						MB	030613
98800	502803.29016	481002.96371	23.50891	SC13	TR34	E	16		317	3	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP GS PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				175	26	24	5		N								MB	030613
98851	502801.41171	481002.45545	23.4926	SC13	TR34	C	17		317	5	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				110					Y	20	15						MB	040613
98852	502801.57119	481002.49311	23.47677	SC13	TR34	C	17		317	5	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				330					Y	18	12						MB	040613
98853	502801.45793	481002.91039	23.47312	SC13	TR34	C	17		317	5	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				110					Y	5	2						MB	040613
98854	502801.43455	481002.76246	23.48993	SC13	TR34	C	17		317	5	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				190					Y	6	4						MB	040613
98860	502801.856398	481001.901005	23.416589	SC13	TR34	C	17		317	7	Brushwood Area	N		After photo		N	DEB		N		N				N	None		H	4	Y	SP	1	Rad		1	0	0	0	0	0	0		N			N		N				79	32		7		N								MB	060613
98861	502800.04042	481001.09748	23.41911	SC13	TR34	A	16		317	7	Brushwood Area	Y				N	DEB		N		N				N	Modern	One end broken	H	4	Y	SP GS	0		one longitudinal groove / chamfer / step	1	0	0	0	0	0	0	x-grain	N			N		N				125	37		12		N								MT	
98862	502799.28646	481001.65361	23.4448	SC13	TR34	A	16		317	7	Brushwood Area	Y - C		Salix/Populus sp. or Betula/Alnus/Corylus sp.	Dana Challinor	N	RWDEB		N		N				N	Modern	Both ends degraded	SH	4	Y	SP	0		Split face up	1	0	0	0	0	0	0	Rad 1/2	N			N		N				250	24		8		N				24				MB	
98863	502799.41591	481001.78355	23.4426	SC13	TR34	A	16		317	7	Brushwood Area	Y - C		Salix/Populus (s)	AR COP	N	RWDEB		Y	Straight and even	N				N	Modern	Too compressed for detailed analysis	SH	4	Y	SP TR	0		Posibly half split. Possibly trimmed at one end	1	0	1	0	0	0	0	Rad 1/2	N			N		N				509	35		15		N				35				MB	
98864	502799.30499	481001.97989	23.44951	SC13	TR34	A	16		317	7	Brushwood Area	Y				N	DEB		N		N				N	None		H	4	Y	SP HE	1	U/K	One face smooth split surfacen one face rougher and possible faceted	1	1	0	0	0	0	0		N			N		N				106	42		3		N								MB	
98865	502800.41625	481002.995	23.50218	SC13	TR34	B	17		317	6	Brushwood Area	Y - C		Betula/Alnus sp.	Dana Challinor	N	RWDEB		N		N				N	Modern	Both ends degraded	BSH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Rad 1/2	N			N		N				225	26		7		N				26				MB	
98866	#N/A	#N/A	#N/A	SC13	TR34	S, W	13, 53		310		Other - lake edge, west of VP85 platform	Y				N	TIM - TREE FALLEN	First side branch 5.2m from proximal end. Where visible, growth rings 2-3mm	N		N				N	Modern	Proximal end truncated, for first 4.3m where it passes through preservation horizon	BSH	5	N		0			0	0	0	0	0	0	0		N			N		N				10300					Y	350	80						MB	080613
98867	502800.1808	481002.91325	23.50831	SC13	TR34	B	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				350					Y	9	6						MB	
98868	502799.84836	481002.76043	23.5112	SC13	TR34	B	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				210					Y	10	3						MB	
98869	502800.08314	481002.74377	23.51119	SC13	TR34	B	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				85					Y	9	4						MB	
98870	502801.472	481002.78116	23.43689	SC13	TR34	C	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				380					Y	6	4						MB	
98871	502801.38088	481002.82629	23.44301	SC13	TR34	C	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				150					Y	5	3						MB	
98872	502801.35834	481002.85929	23.4322	SC13	TR34	C	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				150					Y	32	16						MB	
98873	502800.62967	481002.64503	23.45029	SC13	TR34	B	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				260					Y	34	15						MB	
98874	502799.36511	481003.2218	23.57802	SC13	TR34	A	18		317	6	Brushwood Area	Y				N	RW	Y shaped	N		N				N	None		BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1070					Y	26	21						MB	
98875	502798.99836	481002.93342	23.53631	SC13	TR34	A	18		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	One end degraded, one end cut by clark	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				315					Y	29	23						MB	
98876	502798.88131	481002.94317	23.55649	SC13	TR34	A	18		317	6	Brushwood Area	Y				N	RWDEB		N		N				N	None		SH	3	Y	SP	0		Outer chord. Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				135	29		7		N								MB	
98877	502799.01894	481003.12198	23.54649	SC13	TR34	A	18		317	6	Brushwood Area	Y				N	RWDEB		N		N				N	None		SH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				135	29		40		N								MB	
98878	#N/A	#N/A	#N/A	SC13	TR34	B	18		317	4	Platform West - Plan 09	Y - A		Salix spp.	SA	N	ART		N		N				N	Ancient & Modern	Vertical compression kinks. Very possibly original top with damage from being hammered in. Poss driving damage to tip where it impacted a stone	BSH	4	Y	SP TO	0		Radially 1/4 split side branch, tangentially torn from trunk. Tan split / tear fades to point of stake. Inseted in the ground proximal end down	1	0	0	0	0	0	1	Rad 1/4 and Tan outer	N			N		Y	Utilised Debris	stake	Stake - sophie 2013	470	See notes				N								MB	130613
98879	502801.14212	481003.51588	23.4962	SC13	TR34	C	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				250					Y	6	4						MB	
98880	502801.47148	481003.41823	23.49999	SC13	TR34	C	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				220					Y	9	4						MB	
98881	502801.21724	481003.8787	23.53677	SC13	TR34	C	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				240					Y	21	14						MB	
98882	502801.14891	481003.46823	23.5025	SC13	TR34	C	17		317	6	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				210					Y	7	4						MB	
98883	502803.00865	481004.12207	23.52107	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				389					Y	25	12						MB	
98884	502803.70856	481004.71148	23.56945	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				104					Y	12	6						MB	080613
98885	502803.03801	481004.29871	23.52503	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				72					Y	12	4						MB	080613
98886	502803.15261	481004.02967	23.51062	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				431					Y	18	8						MB	080613
98887	502803.51478	481004.15923	23.51294	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	DEB		N		N				N	None		BS	3	Y	SP	0		Slab, worked face down	1	0	0	0	0	0	0	Tan outer	N			N		N				60	16		3		N								MB	080613
98888	502803.65097	481003.60692	23.46729	SC13	TR34	E	16		317	7	Brushwood Area	Y				N	DEB		N		N				N	Modern	Both ends degraded	H	3	Y	SP	1	Rad 1/8 (mod)		1	0	0	0	0	0	0		N			N		N				125	22		20		N								MB	080613
98889	502803.53436	481003.53606	23.49807	SC13	TR34	E	16		317	7	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				75	37		3		N								MB	
98890	502801.75572	481002.88556	23.43061	SC13	TR34	D	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				150					Y	11	7						MB	
98891	502802.54483	481003.6945	23.48059	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				175					Y	25	17						MB	
98892	502802.24604	481003.97578	23.43482	SC13	TR34	D	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				215					Y	16	7						MB	
98893	502801.86085	481002.90642	23.43	SC13	TR34	D	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				180					Y	8	5						MB	
98894	502801.95536	481002.71543	23.41299	SC13	TR34	D	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				320					Y	7	3						MB	
98895	502800.65067	481004.06854	23.57755	SC13	TR34	C	18		317	7	Brushwood Area	Y				N	DEB		N		N				N	None		H	3	Y	SP	1	Rad		1	0	0	0	0	0	0		N			N		N				78	32		5		N								MB	
98896	502803.73641	481004.33218	23.49907	SC13	TR34	E	17		317	7	Brushwood Area	Y				N	RWDEB		N		N				N	Modern	Both ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad (mod)	N			N		N				98	28		13		N								MB	080613
98897	502801.50652	481003.88876	23.50289	SC13	TR34	C	18		317	7	Brushwood Area	Y				N	DEB		N		N				N	Modern	Both ends broken	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				72	26		15		N								MB	
98898	502800.88213	481003.99263	23.55761	SC13	TR34	C	18		317	7	Brushwood Area	Y				N	DEB		N		N				N	None		H	2	Y	SP	1	U/K		1	0	0	0	0	0	0		N			N		N				83	35		5		N								MB	
98899	502802.16081	481002.6488	23.43335	SC13	TR34	D	17		317	7	Brushwood Area	Y				N	RW		N		N				N	Modern	Both ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				1920					Y	12	9						MB	
